cin,company_name,industry_sector,segment,net_worth,persistent_loss,or,pli,emp_cost_pct,rpt_pct,export_income_pct,service_income_pct,gross_intbl_pct,fy,source
U72900KA2016PTC098750,Tenxer Technologies Pvt. Ltd.,Computer software,SDS,-23.4,0,211.65,11.2,50.27319533466428,0.13,99.82045830380343,99.82045830380343,0.0,2021-22,prowess
L72200TG1991PLC013134,Cyient Ltd.,Computer software,SDS,2598.2,0,1756.2,32.44,68.42383107088989,59.67,79.0513608928368,99.67543559959002,18.24962988270129,2021-22,prowess
U72200GJ2014PTC078952,Borek I T Sourcing Pvt. Ltd.,ITES,ITES,2.1,0,9.19,48.95,76.49918962722853,0.0,99.8911860718172,99.8911860718172,0.4352557127312296,2021-22,prowess
U74140MH2001PTC417431,Halcrow Consulting India Pvt. Ltd.,Business services & consultancy,ITES,54.3,0,71.09,34.49,75.21755580779417,74.95,64.66450977633986,98.39639893093262,0.182866788577859,2021-22,prowess
U72200GJ2008PTC055203,Volansys Technologies Pvt. Ltd.,Computer software,SDS,52.12,0,78.32,22.22,63.966916354556815,32.47,98.22522982635344,82.98008171603676,0.2808988764044944,2021-22,prowess
L72200DL1992PLC049074,Newgen Software Technologies Ltd.,Computer software,SDS,768.91,0,723.14,33.43,65.11301780607066,28.43,68.82208147799874,98.29217025748818,0.5711203916254114,2021-22,prowess
U72900CH2008PTC031358,Damco Soft Pvt. Ltd.,Computer software,SDS,36.28,0,14.8,37.29,58.07050092764378,73.9,42.29729729729729,99.72972972972973,2.0945945945945943,2021-22,prowess
U72300TN1991PTC020923,D S M Soft Pvt. Ltd.,Computer software,SDS,25.45,0,40.32,40.05,71.20527961097604,93.65,96.18055555555556,100.0,0.0,2021-22,prowess
U72200MH2000PTC128563,Integreon Managed Solutions (India) Pvt. Ltd.,Computer software,SDS,209.26,0,264.06,39.65,77.16431328996774,97.37,97.23168976747708,97.3945315458608,2.8175414678482165,2021-22,prowess
U73200DL1998PTC095881,Craphts Consultants India Pvt. Ltd.,Business services & consultancy,ITES,4.82,0,2.59,28.86,27.363184079601997,28.44,0.0,100.0,2.3166023166023164,2021-22,prowess
U72200KA2010PTC055818,Rprocess Outsourcing Services Pvt. Ltd.,Computer software,SDS,8.06,0,14.21,11.45,69.96078431372548,0.0,79.23997185080928,98.87403237156931,0.0,2021-22,prowess
U72200PN2006PTC129036,Zcon Solutions Pvt. Ltd.,Computer software,SDS,25.04,0,13.46,33.93,78.1094527363184,21.72,98.21693907875184,100.0,2.0059435364041605,2021-22,prowess
U74999KA2019GOI122175,Newspace India Ltd.,Telecommunication services,ITES,1441.77,0,1685.21,33.02,0.2352216845977156,0.0,15.365444069285134,99.33658119759556,0.0023735914218406,2021-22,prowess
U40300TN1998PTC046943,Aspire Systems (India) Pvt. Ltd.,Computer software,SDS,407.09,0,537.18,37.51,78.16003686069728,75.32,91.93752559663427,98.68200603149783,0.3518373729476153,2021-22,prowess
U72200KL2014FTC036668,I B S Software Pvt. Ltd.,Computer software,SDS,170.81,0,564.03,28.85,75.82354822497375,22.95,97.50367888232896,97.73948194244988,11.935535343864688,2021-22,prowess
L92200WB2001PLC093236,Euphoria Infotech (India) Ltd.,Computer software,SDS,2.8,0,4.94,11.01,36.17977528089888,2.43,0.0,94.12955465587044,1.0121457489878545,2021-22,prowess
U40101DL1996PTC081159,Intec Infra-Technologies Pvt. Ltd.,Business services & consultancy,ITES,12.47,0,23.63,27.87,63.0952380952381,54.21,92.1709691070673,99.49217096910708,6.474820143884892,2021-22,prowess
U65991WB1996PLC077341,I T C Infotech India Ltd.,Computer software,SDS,777.0,0,2300.19,42.13,79.65854532647047,53.91,73.16482551441402,99.19571861454924,0.9107943256861388,2021-22,prowess
U72200HR2010PTC040851,Metadesign Solutions Pvt. Ltd.,Computer software,SDS,57.96,0,113.59,42.11,24.35881396221693,31.46,14.649176864160577,15.952108460251782,0.1232502861167356,2021-22,prowess
U74900MH2012PTC238476,Pharmadeep Turnkey Consultants & Engineers Pvt. Ltd.,Business services & consultancy,ITES,3.43,0,2.82,48.42,47.89473684210527,8.11,24.11347517730497,100.0,4.25531914893617,2021-22,prowess
U74999TG2000PLC035826,Aragen Life Sciences Ltd.,Business services & consultancy,ITES,1043.0,0,1243.66,30.95,31.137201221438342,9.06,96.98792274415835,69.14269173246707,0.5491854686972324,2021-22,prowess
U72200OR1998PTC005180,Enterprise System Solutions Pvt. Ltd.,Computer software,SDS,36.03,0,36.37,25.54,83.63824646185711,0.0,99.0376684080286,99.39510585647513,11.602969480340942,2021-22,prowess
U74999MH2007PTC176737,S T T Global Data Centres India Pvt. Ltd.,Business services & consultancy,ITES,1463.05,0,1438.67,26.8,11.182012885712018,13.3,0.0,99.72196542640076,0.8563464866856193,2021-22,prowess
U72900RJ2012PTC038378,Jumio India Pvt. Ltd.,ITES,ITES,67.46,0,130.17,20.01,86.54927629759382,98.68,98.70938004148422,98.70938004148422,1.6670507797495584,2021-22,prowess
U72200TG2007PTC056127,Coforge D P A Pvt. Ltd.,ITES,ITES,300.64,0,335.94,52.33,81.68132765031287,89.93,0.0,98.77359052211705,0.7263201762219444,2021-22,prowess
L72200PN1963PLC012621,Zensar Technologies Ltd.,Computer software,SDS,2081.8,0,1699.3,30.14,83.2809986980164,90.13,94.47419525687047,96.1160477843818,10.53963396692756,2021-22,prowess
L74999PN2018PLC174192,K P I T Technologies Ltd.,Computer software,SDS,1218.84,0,1209.66,24.97,73.61385166895667,84.85,91.22894036340789,97.55137807317756,19.539374700329017,2021-22,prowess
U72900KA2017PLC102256,Everestims Technologies Ltd.,Computer software,SDS,15.54,0,22.18,29.33,72.76967930029156,8.35,0.9918845807033364,100.0,19.431920649233543,2021-22,prowess
L30007KA1992PLC025294,Mphasis Ltd.,Computer software,SDS,4447.65,0,7343.04,26.48,42.42633025816275,51.49,91.36270536453569,99.29075696169434,0.6358401969756394,2021-22,prowess
U72200GJ2007PTC051896,Iflair Web Technologies Pvt. Ltd.,ITES,ITES,9.22,0,16.73,28.59,69.40814757878555,5.88,0.0,100.0,0.0,2021-22,prowess
U74110TN1999PTC043297,Techindia Infoway Pvt. Ltd.,ITES,ITES,90.94,0,57.97,31.48,36.49353594919484,9.07,99.5859927548732,99.63774366051406,2.277039848197344,2021-22,prowess
U67200KA1995PTC018761,A X A Business Services Pvt. Ltd.,ITES,ITES,395.24,0,596.18,40.26,70.18773820166565,74.88,94.78680935288,94.79016404441612,0.679325036062934,2021-22,prowess
L74899DL1989PLC034594,Nucleus Software Exports Ltd.,Computer software,SDS,467.02,0,449.39,6.86,80.45799348441254,8.96,51.86808785242217,99.7040432586395,4.410423017868666,2021-22,prowess
U74210PN2001PTC129657,Dana India Technical Centre Pvt. Ltd.,Business services & consultancy,ITES,205.12,0,113.61,21.79,59.626929674099486,38.58,85.15975706363876,99.96479183170494,7.076841827303934,2021-22,prowess
U72200TN2007PTC062974,G A V S Technologies Pvt. Ltd.,Computer software,SDS,83.0,0,285.79,14.92,77.28405983593373,97.27,97.32670842226808,99.31768081458412,13.432940270828231,2021-22,prowess
U64200DL1996PLC078558,Planetcast Media Services Ltd.,Telecommunication services,ITES,275.13,0,269.87,38.73,40.17375212049556,3.82,0.8040908585615295,96.58354022307036,1.3969689109571275,2021-22,prowess
U72200RJ2010PTC032949,Anand Rathi I T Pvt. Ltd.,Business services & consultancy,ITES,13.5,0,28.92,46.21,76.54196157735086,85.74,0.3457814661134163,100.0,2.213001383125864,2021-22,prowess
U72900GA2011FTC006810,3D Systems India Pvt. Ltd.,Computer software,SDS,7.14,0,7.69,19.78,69.1588785046729,86.66,86.9960988296489,94.01820546163847,0.0,2021-22,prowess
U72900MH2005PTC153896,N T T Global Data Centers & Cloud Infrastructure India Pvt. Ltd.,Computer software,SDS,1807.94,0,1594.76,27.53,16.063717493522695,13.88,0.0,100.0,1.7783240111364718,2021-22,prowess
U74999KA2017FTC102908,Shopify Commerce India Pvt. Ltd.,Business services & consultancy,ITES,8.07,0,30.06,7.36,64.46428571428572,75.58,75.61543579507651,98.7358616101131,0.0,2021-22,prowess
U74899DL1994GOI062371,Certification Engineers Intl. Ltd.,Business services & consultancy,ITES,79.3,0,47.46,22.32,52.47422680412372,30.53,0.0,97.59797724399492,0.1474926253687316,2021-22,prowess
U85110TN1999PTC043316,Sutherland Healthcare Solutions Pvt. Ltd.,ITES,ITES,578.49,0,344.46,32.15,71.64396700556303,9.18,86.63415200603845,98.82134355222666,2.354409800847704,2021-22,prowess
U27104OR2005PTC008316,Posco India Pvt. Ltd.,Other fund based financial services,ITES,552.83,0,3.96,-38.41,71.22861586314153,0.0,0.0,100.0,36.11111111111111,2021-22,prowess
L72300TG1990PLC011129,Adroit Infotech Ltd.,Computer software,SDS,6.93,0,6.37,15.82,33.81818181818182,2.04,90.73783359497646,100.0,100.0,2021-22,prowess
U74990MH2009FTC190217,Credit Suisse Business Analytics (India) Pvt. Ltd.,ITES,ITES,530.75,0,604.57,25.02,76.02928100250212,52.56,100.0,99.4475412276494,27.47572654944837,2021-22,prowess
U85110MH1992PLC388536,Global Edge Software Ltd.,Computer software,SDS,346.74,0,203.89,33.9,79.62172456820123,7.58,50.32125165530433,96.49811172691156,2.010888224042376,2021-22,prowess
U72900KA2000PTC027961,Robosoft Technologies Pvt. Ltd.,Computer software,SDS,102.45,0,276.17,28.31,72.21241404943319,20.15,81.53311366187492,98.0048520838614,0.7278125792084584,2021-22,prowess
U74899DL1981PTC012121,Sage Publications India Pvt. Ltd.,Other miscellaneous services,ITES,34.49,0,126.08,23.46,48.65844104974539,50.99,50.317258883248726,3.045685279187817,2.5935913705583755,2021-22,prowess
U72200DL2013PLC254747,Nxtra Data Ltd.,Business services & consultancy,ITES,523.0,0,1382.2,32.56,2.4743454493142805,79.98,0.0,95.17435971639416,0.0,2021-22,prowess
U72900KA2000PLC027290,Atria Convergence Technologies Ltd.,Telecommunication services,ITES,1329.76,0,1966.22,28.06,29.150899771393583,6.71,0.0,98.22807213841789,7.809400779160012,2021-22,prowess
U24110UP1998PLC029591,Jubilant Biosys Ltd.,Business services & consultancy,ITES,411.8,0,482.05,41.0,34.909909909909906,10.44,0.0,99.42951975936106,0.8837257545897728,2021-22,prowess
L72900MH2017PLC292340,Trejhara Solutions Ltd.,Computer software,SDS,281.9,0,44.41,26.89,69.48571428571428,23.91,23.10290475118217,98.964197252871,8.128799819860392,2021-22,prowess
U72900DL2003PTC122382,C P A Global Support Services India Pvt. Ltd.,ITES,ITES,200.55,0,217.02,19.22,88.56295319709953,100.0,99.05999447055572,99.05999447055572,0.0,2021-22,prowess
U72200GJ2009PTC057711,Openxcell Technolabs Pvt. Ltd.,Computer software,SDS,68.46,0,48.94,50.4,74.64658881376766,65.88,91.11156518185535,99.97956681651002,0.5108295872496935,2021-22,prowess
L72900MH1992PLC069662,Hexaware Technologies Ltd.,Computer software,SDS,2675.3,0,3278.3,29.92,68.21063978187813,17.77,9.55983284019156,98.12097733581427,2.205411341243937,2021-22,prowess
U72900PN2011FTC138439,Equal Experts India Pvt. Ltd.,ITES,ITES,44.48,0,89.01,38.75,80.84177708495713,87.95,93.16930681945848,99.97753061453768,0.0,2021-22,prowess
U74999TN2017PLC119607,Sify Infinit Spaces Ltd.,Business services & consultancy,ITES,669.21,0,766.63,29.62,4.647820647211983,2.15,2.9310097439442755,98.90168660240272,0.9926561705125028,2021-22,prowess
U72200TN2003PTC112344,Inatech India Pvt. Ltd.,Computer software,SDS,25.06,0,31.45,22.52,63.73198285936892,91.86,98.85532591414945,98.85532591414945,1.208267090620032,2021-22,prowess
U72900MH2000PTC435560,Ensim India Pvt. Ltd.,ITES,ITES,22.94,0,11.2,36.09,94.16767922235724,95.18,95.26785714285715,95.26785714285715,0.0,2021-22,prowess
U80904MH2012PTC227525,Nice Software Solutions Pvt. Ltd.,Computer software,SDS,17.75,0,37.26,31.29,80.86680761099366,4.14,68.43800322061192,100.0,0.0805152979066022,2021-22,prowess
U31900GJ2008PTC052705,Imeg Engineering (India) Pvt. Ltd.,Business services & consultancy,ITES,28.37,0,35.74,24.88,71.38364779874213,99.41,76.46894236149971,99.44040290990486,6.435366536094012,2021-22,prowess
U72900MH2007PTC173398,Accord Fintech Pvt. Ltd.,ITES,ITES,4.99,0,19.3,21.69,66.45649432534677,5.46,1.450777202072539,100.0,47.61658031088082,2021-22,prowess
U72200HR1999PLC041214,Comviva Technologies Ltd.,Computer software,SDS,844.2,0,660.1,27.75,52.13857170505128,14.73,91.50128768368428,71.70125738524466,11.407362520830176,2021-22,prowess
U72200KA2006PTC041224,Atimi Software (India) Pvt. Ltd.,Computer software,SDS,1.84,0,6.32,27.94,82.18623481781376,88.63,88.76582278481013,88.76582278481013,0.0,2021-22,prowess
U73200MH1998PTC113739,Tam Media Research Pvt. Ltd.,Business services & consultancy,ITES,64.08,0,73.58,35.18,58.62575785412456,4.86,7.338950801848329,99.83691220440336,23.7292742593096,2021-22,prowess
U72200DL2000PLC108674,Marg E R P Ltd.,Computer software,SDS,20.25,0,51.89,10.12,57.364176570458405,14.96,2.89073039121218,100.0,6.59086529196377,2021-22,prowess
U72200HR2006PTC049572,Solveda Software India Pvt. Ltd.,ITES,ITES,12.54,0,22.25,25.21,81.87957231288689,47.22,61.30337078651685,99.28089887640448,11.235955056179774,2021-22,prowess
U24239KA2001PLC029391,Aurigene Discovery Technologies Ltd.,Business services & consultancy,ITES,345.94,0,290.53,36.29,25.087957967819115,10.01,98.7574432932916,99.76938698241146,0.0,2021-22,prowess
L74899DL1974GOI007227,Rites Ltd.,Business services & consultancy,ITES,2397.88,0,2467.97,26.61,26.49326664101578,2.53,42.1062654732432,41.011843742022805,0.4542194597179059,2021-22,prowess
U74140DL2006FTC147266,Seven N Consulting Pvt. Ltd.,Computer software,SDS,14.02,0,46.31,21.36,71.04297693920336,23.93,32.69272295400562,100.0,0.3886849492550205,2021-22,prowess
U72200TN2011FTC112348,Burndy Technology & Global Business Services Pvt. Ltd.,Business services & consultancy,ITES,64.69,0,77.89,22.85,65.86750788643533,100.0,100.0,100.0,5.263833611503402,2021-22,prowess
L72300PN1990PLC056696,Persistent Systems Ltd.,Computer software,SDS,3318.89,0,3603.75,29.61,80.31067025362891,34.51,95.10343392299689,99.21553936871317,5.2048560527228585,2021-22,prowess
U74140MH2001FTC130702,Coface India Credit Mgmt. Services Pvt. Ltd.,Business services & consultancy,ITES,20.36,0,36.84,24.08,65.54395419333107,95.48,96.71552660152008,98.5884907709012,0.0,2021-22,prowess
L72200PN2004PLC020061,Fidel Softech Ltd.,Computer software,SDS,14.88,0,26.31,29.41,57.74717166748648,38.3,86.08893956670467,100.0,0.0,2021-22,prowess
U73100KA2011FTC058371,Euromonitor Research And Consulting (India) Pvt. Ltd.,Computer software,SDS,31.28,0,50.38,19.9,78.41504045692528,99.52,0.0,99.54346963080587,0.0,2021-22,prowess
L72900KA2011PLC057931,Happiest Minds Technologies Ltd.,Computer software,SDS,669.74,0,1043.24,27.72,76.31914007982175,5.76,83.0738852037882,99.68942908630804,3.176641999923316,2021-22,prowess
L72200KA1999PLC025564,Mindtree Ltd. [Merged],Computer software,SDS,5473.4,0,10678.1,24.82,73.97042492255538,5.06,94.00174188291923,98.56903381687752,8.30765772937133,2021-22,prowess
U72200KA2000PTC026229,Microchip Technology (India) Pvt. Ltd.,Computer software,SDS,836.23,0,825.31,24.73,78.67462596342754,0.0,97.19741672825968,98.68655414329162,0.7427512086367547,2021-22,prowess
U74110MH2012PTC230432,Writer Business Services Pvt. Ltd.,Business services & consultancy,ITES,332.21,0,1043.4,15.72,22.13300208508939,16.29,14.831320682384511,99.56967605903776,0.5108299789150852,2021-22,prowess
U52392HR2006PTC038407,Clifford Chance Business Services Pvt. Ltd.,Business services & consultancy,ITES,106.72,0,192.41,22.03,78.5832064941654,99.25,99.25679538485524,99.25679538485524,0.0,2021-22,prowess
U72200KL2007PTC048952,Chayowo Technology Solutions Pvt. Ltd.,Computer software,SDS,6.78,0,17.2,23.65,89.00071890726096,98.73,99.18604651162792,99.18604651162792,1.6279069767441865,2021-22,prowess
U72300HR2010PTC112259,Concentrix Technologies (India) Pvt. Ltd.,ITES,ITES,75.08,0,88.92,35.01,76.22228970543577,75.47,76.50697255960414,98.80791722896986,22.233468286099864,2021-22,prowess
U74210MH1999PLC123010,Tata Consulting Engineers Ltd.,Business services & consultancy,ITES,639.94,0,873.36,25.38,54.43399612375279,13.04,38.70912338554548,94.59787487404964,3.7063753778510575,2021-22,prowess
U72200MH2003PTC143362,X S Cad India Pvt. Ltd.,Computer software,SDS,25.66,0,32.66,25.28,74.95205216724204,35.99,92.95774647887325,98.16289038579303,0.0,2021-22,prowess
U72900MH2004PTC147168,Infocepts Technologies Pvt. Ltd.,Computer software,SDS,245.43,0,219.71,28.84,76.33847416876797,0.0,0.0,98.81207045651084,1.816030221655819,2021-22,prowess
L72200MH2004PLC144890,Paramatrix Technologies Ltd.,Computer software,SDS,21.99,0,24.29,41.06,72.35772357723577,0.0,39.60477562783038,98.97076986414162,1.3174145738987235,2021-22,prowess
U74899HR1969PTC053297,Consulting Engineering Services (India) Pvt. Ltd.,Business services & consultancy,ITES,301.07,0,112.07,29.94,56.359420289855066,74.06,63.415722316409386,88.8997947711252,1.106451325064692,2021-22,prowess
L72900MH2008PLC187575,Synoptics Technologies Ltd.,ITES,ITES,19.02,0,50.74,16.48,28.650137741046837,1.87,0.0,73.49231375640521,2.522664564446196,2021-22,prowess
U72200PN1991PLC062192,Neilsoft Ltd.,Computer software,SDS,120.91,0,199.46,22.77,54.45032623414994,0.3,0.0,0.0,8.016644941341621,2021-22,prowess
U74900KA2015FTC080245,Exxonmobil Services & Technology Pvt. Ltd.,Business services & consultancy,ITES,647.3,0,1452.3,23.82,59.64702873220224,98.46,95.63451077601049,99.1392962886456,0.4819940783584659,2021-22,prowess
U72900KA2002PTC030982,Infinera India Pvt. Ltd.,Computer software,SDS,309.91,0,400.89,28.89,69.31262860082306,97.13,97.6676893911048,97.6676893911048,12.93871136720796,2021-22,prowess
U72200TG1996PTC025388,D E Shaw India Software Pvt. Ltd.,ITES,ITES,426.58,0,771.1,25.31,87.42138364779872,93.84,100.0,98.12086629490338,0.0,2021-22,prowess
U42001MH2003PTC411229,Ch2M Hill (India) Pvt. Ltd.,Business services & consultancy,ITES,62.3,0,59.16,40.36,34.61447212336893,48.21,7.944557133198107,95.52062204192022,0.0,2021-22,prowess
U74210PN2004PTC019956,K S B Tech Pvt. Ltd.,Computer software,SDS,29.85,0,53.6,17.67,56.53128430296378,99.7,97.92910447761194,100.0,1.7537313432835815,2021-22,prowess
U72200PN2001PTC016025,Cytel Statistical Software & Services Pvt. Ltd.,Computer software,SDS,136.63,0,130.95,22.46,81.67960347891145,93.84,87.46086292478046,97.99159984726997,2.374952271859488,2021-22,prowess
U72900MH1999PTC120346,Aquity Solutions India Pvt. Ltd.,ITES,ITES,283.34,0,262.21,37.04,92.45322462631964,79.53,0.0,81.62160100682661,0.0381373708096563,2021-22,prowess
L72900MH2004PLC144498,Delaplex Ltd.,Computer software,SDS,16.79,0,50.54,20.19,87.30083234244947,8.46,70.99327265532253,98.4368816778789,0.0,2021-22,prowess
U72900PB2017PTC046386,P P N Solutions Pvt. Ltd.,Computer software,SDS,0.86,0,4.46,22.53,43.95604395604396,2.06,13.228699551569504,100.0,0.0,2021-22,prowess
U74200MH2006PTC158951,Aditya Birla Science & Technology Co. Pvt. Ltd.,Business services & consultancy,ITES,55.76,0,64.74,23.57,47.05096392441306,72.57,14.735866543095458,98.74884151992586,6.363917207290702,2021-22,prowess
U72200DL1999PTC102972,Concentrix Daksh Services India Pvt. Ltd.,ITES,ITES,2131.24,0,2913.93,23.84,75.92106996689292,63.41,75.3923395551712,98.82667051027306,1.6222078086982186,2021-22,prowess
U72900TN2012FTC086081,Photon Interactive Pvt. Ltd.,ITES,ITES,132.04,0,474.65,30.95,83.79131490371351,100.0,0.0,95.60728958179712,0.0,2021-22,prowess
U72300MH2004PTC245103,Morningstar India Pvt. Ltd.,ITES,ITES,283.06,0,529.74,24.92,85.75673253784842,95.83,96.13584022350588,98.71068826216631,0.0,2021-22,prowess
U07010KA1997PTC036849,Soliton Technologies Pvt. Ltd.,Computer software,SDS,51.73,0,47.62,21.7,79.8364426271403,41.19,84.96430071398574,96.93406131877364,0.0,2021-22,prowess
L72200PN2008PLC131274,Vinsys I T Services India Ltd.,Computer software,SDS,5.88,0,34.96,8.67,30.58750388560771,7.56,4.719679633867276,100.0,0.2860411899313501,2021-22,prowess
U35999TN1986PTC013156,Congruent Solutions Pvt. Ltd.,Computer software,SDS,35.61,0,44.96,30.39,45.5336426914153,97.27,79.82651245551602,100.0,67.63790035587188,2021-22,prowess
L72900MH2012PLC232169,L & T Technology Services Ltd.,Business services & consultancy,ITES,3981.6,0,5867.9,24.3,68.37054611701903,14.72,90.54346529422791,100.0,9.932002931201964,2021-22,prowess
U72200KA2006PTC038899,Evry India Pvt. Ltd.,Computer software,SDS,156.0,0,206.25,32.36,81.42847975357762,100.0,100.0,99.03515151515153,2.1284848484848484,2021-22,prowess
U74899DL1992PTC048731,Iris Software Pvt. Ltd.,ITES,ITES,21.08,0,1.0,23.46,87.65432098765432,0.0,96.0,100.0,40.0,2021-22,prowess
L72900KA2008PLC060368,Emudhra Ltd.,Computer software,SDS,118.49,0,153.54,40.48,34.96797804208601,11.55,4.168294906864661,99.66132603881724,40.94698449915332,2021-22,prowess
U72900KL2013PTC033856,Chillar Payment Solutions Pvt. Ltd.,Business services & consultancy,ITES,-0.35,1,3.17,20.08,59.09090909090911,22.73,0.0,100.0,3.785488958990536,2021-22,prowess
U72200PN2001PTC204300,Coforge Business Process Solutions Pvt. Ltd.,ITES,ITES,277.4,0,516.3,20.07,61.534883720930246,41.29,96.55239202014334,98.25682742591518,0.9296920395119116,2021-22,prowess
U74140TG1992PTC013677,Kantar G D C India Pvt. Ltd.,Business services & consultancy,ITES,146.26,0,240.06,9.11,58.9446413962367,97.97,96.4050654003166,98.48787803049238,4.157294009830876,2021-22,prowess
U45201OR2009PLC010552,Kalinga Commercial Corpn. Ltd.,Diversified non-financial services,ITES,393.73,0,1150.53,18.68,12.374026509876735,0.14,0.0,0.0,0.1773095877552084,2021-22,prowess
U72200GJ1988PTC010830,E-Infochips Pvt. Ltd.,Computer software,SDS,457.42,0,612.37,25.25,63.285132841102,63.84,91.75825073076734,78.25660956611199,1.6427976550124923,2021-22,prowess
U72900TG2007PTC068441,Factset Systems India Pvt. Ltd.,Computer software,SDS,538.77,0,609.76,23.16,83.70834174914158,96.96,100.0,99.32924429283652,26.16767252689583,2021-22,prowess
U72200PN2003PTC017850,Talentica Software (India) Pvt. Ltd.,Computer software,SDS,119.45,0,140.18,37.12,81.75682285043528,1.66,88.36495933799401,97.5888143815095,1.9902981880439437,2021-22,prowess
L45207GJ2012PLC070279,Inox Green Energy Services Ltd.,Business services & consultancy,ITES,907.17,1,173.99,27.34,15.84571470394496,67.21,0.0,0.0,0.0,2021-22,prowess
U72200TN2000PTC044948,Changepond Technologies Pvt. Ltd.,Computer software,SDS,137.82,0,88.97,20.54,63.48733233979136,28.44,82.33112285039901,100.0,5.170282117567719,2021-22,prowess
U72200KA2014FTC073758,Rboomerang Retail Commerce Technologies India Pvt. Ltd.,Computer software,SDS,27.53,0,49.66,21.84,80.88812561334642,98.36,97.46274667740636,98.95287958115183,0.0201369311316955,2021-22,prowess
U74900PN2009FTC134832,Sears I T & Mgmt. Services India Pvt. Ltd.,Computer software,SDS,210.22,0,172.15,21.78,76.06819468024901,96.97,97.1187917513796,97.1187917513796,3.491141446413012,2021-22,prowess
U72200DL2006PTC156602,Algoworks Technologies Pvt. Ltd.,Computer software,SDS,37.02,0,85.58,46.09,90.5257767156026,45.24,95.75835475578408,99.66113577938772,0.0,2021-22,prowess
U72200MH2005PTC152920,B S E Technologies Pvt. Ltd.,Computer software,SDS,46.38,0,54.69,7.42,73.91475152229425,0.0,0.0,91.40610714938748,2.267324922289267,2021-22,prowess
U74220DL2008PTC186068,Ps Intelegencia Analytics Pvt. Ltd.,Computer software,SDS,17.89,0,35.53,25.28,85.08462623413257,5.78,99.35265972417676,99.99999999999996,0.8443568815085842,2021-22,prowess
L45200MH2008PLC180479,C M S Info Systems Ltd.,Business services & consultancy,ITES,1211.92,0,1396.67,23.74,6.466559761856246,10.47,0.0,75.07285185476884,12.023598989023892,2021-22,prowess
U72200KA2015FTC083021,J C Penney Services India Pvt. Ltd.,ITES,ITES,178.59,0,220.61,19.07,76.15372159550925,98.78,98.82598250305968,98.82598250305968,1.2193463578260275,2021-22,prowess
U72900UR2020FTC010765,Redhunt Labs India Pvt. Ltd.,Computer software,SDS,1.35,0,5.71,33.41,85.98130841121495,0.0,74.08056042031525,100.0,0.0,2021-22,prowess
U72200TG2015FTC098826,Arcesium India Pvt. Ltd.,Computer software,SDS,380.23,0,768.91,29.6,87.99595482892299,93.95,93.49858891157614,93.49858891157614,0.0,2021-22,prowess
U72900MH2003PTC142888,Vistex Asia-Pacific Pvt. Ltd.,Computer software,SDS,72.64,0,117.11,22.16,90.67487222280172,91.15,91.15361625821878,98.4032106566476,0.0085389804457347,2021-22,prowess
U72100PN2008PTC132281,Tenerity India Pvt. Ltd.,Computer software,SDS,91.56,0,81.12,21.22,45.8756724447101,96.96,97.02909270216962,97.02909270216962,0.02465483234714,2021-22,prowess
U72900TG2010PTC070878,Riktam Technology Consulting Pvt. Ltd.,Computer software,SDS,5.27,0,8.39,33.17,86.66666666666666,3.21,100.0,100.0,0.0,2021-22,prowess
U67190MH2008FTC179910,Gsam Services Pvt. Ltd.,Business services & consultancy,ITES,36.2,0,29.64,23.45,59.600166597251146,100.0,99.12280701754386,99.12280701754386,0.0,2021-22,prowess
U30006TN1995PTC032883,Temenos India Pvt. Ltd.,Computer software,SDS,583.13,0,765.79,21.7,81.87871468073611,100.0,99.668316379164,100.0,0.1775943796602201,2021-22,prowess
U74140KA2005PTC035624,Allegis Services (India) Pvt. Ltd.,Business services & consultancy,ITES,417.59,0,858.23,24.66,81.92580326535355,28.29,35.99384780303648,99.064353378465,1.1896577840439044,2021-22,prowess
U72200MH1992PTC066730,Syntel Pvt. Ltd.,Computer software,SDS,3516.0,0,3065.0,26.92,75.56935817805382,91.6,90.44045676998368,98.56443719412724,3.882544861337683,2021-22,prowess
L51909TN1990PLC019007,Odyssey Technologies Ltd.,Computer software,SDS,43.09,0,22.67,31.88,70.09889470622454,6.65,0.1323334803705337,99.95588883987648,85.26687251874722,2021-22,prowess
U74140DL2003PTC122912,X L India Business Services Pvt. Ltd.,ITES,ITES,170.6,0,550.11,20.75,81.03652647291246,99.02,100.0,99.4237516133137,0.0,2021-22,prowess
U74899DL1990PTC039180,Magic Software Pvt. Ltd.,Computer software,SDS,86.16,0,153.82,25.96,74.5496233213233,97.33,10.408269405798986,99.6489403198544,0.7801326225458328,2021-22,prowess
U80302PN2001PLC135348,Maharashtra Knowledge Corpn. Ltd.,Education,ITES,430.71,0,122.44,18.8,34.05783039006404,6.72,0.0,97.66416203854948,7.432211695524337,2021-22,prowess
U72200KA2005PTC038023,Verifone India Technology Pvt. Ltd.,Computer software,SDS,163.45,0,244.15,22.38,61.99498746867168,98.69,98.1978292033586,98.23469178783536,0.2539422486176531,2021-22,prowess
U72900GJ2009PTC056686,Azilen Technologies Pvt. Ltd.,ITES,ITES,19.09,0,44.14,25.08,76.59393595919525,2.94,96.66968735840508,98.82193022202084,2.129587675577707,2021-22,prowess
L72200MP2011PLC025622,Infobeans Technologies Ltd.,Computer software,SDS,203.07,0,160.76,22.56,82.96104292139971,38.72,73.65016173177408,98.85543667579,1.2067678526996766,2021-22,prowess
