company_name,industry_sector,cin,or,segment,net_worth,pli,emp_cost_pct,export_income_pct,service_income_pct,rpt_pct,gross_intbl_pct,fy,persistent_loss
Bharti Hexacom Ltd.,Telecommunication - Service  Provider,L74899DL1995PLC067527,6677.4,SDS,4209.5,24.89,1.69,0.14,98.53,43.1,100.0,2022-23,0
Bharti Hexacom Ltd.,Telecommunication - Service  Provider,L74899DL1995PLC067527,5484.2,SDS,3660.5,8.87,1.52,0.08,98.56,16.21,100.0,2021-22,0
Bharti Telecom Ltd,Telecommunication - Service  Provider,U32039HR1985PLC032091,884.5,SDS,7343.5,29383.33,0.0,0.0,100.0,99.14,0.0,2023-24,0
Bharti Telecom Ltd,Telecommunication - Service  Provider,U32039HR1985PLC032091,609.7,SDS,8260.0,18953.12,0.0,0.0,100.0,98.51,0.0,2022-23,0
Bharti Telecom Ltd,Telecommunication - Service  Provider,U32039HR1985PLC032091,105.3,SDS,8564.5,4112.0,52.0,0.0,100.0,0.0,0.0,2021-22,0
Bhejo Ecommerce Pvt Ltd.,e-Commerce,U74120MH2012PTC231776,16.54,SDS,-0.59,-2.3,13.7,0.0,0.85,0.0,0.0,2023-24,0
Bhejo Ecommerce Pvt Ltd.,e-Commerce,U74120MH2012PTC231776,11.71,SDS,-0.3,1.3,16.78,0.0,2.13,0.0,0.0,2022-23,0
Bhejo Ecommerce Pvt Ltd.,e-Commerce,U74120MH2012PTC231776,10.28,SDS,-0.54,-11.68,12.89,0.0,45.62,0.0,0.0,2021-22,0
Bhilwara InfoTechnology Ltd.,IT - Software,U74899DL2000PLC104401,35.28000000000001,SDS,47.24,6.07,77.09,18.17,99.46,0.0,0.0,2021-22,0
Big Tree Entertainment Pvt Ltd.,e-Commerce,U99999MH1999PTC120990,971.54,SDS,1027.5,24.92,15.87,0.0,99.14,0.0,38.08,2023-24,0
Big Tree Entertainment Pvt Ltd.,e-Commerce,U99999MH1999PTC120990,750.64,SDS,804.7,22.93,17.02,0.0,96.49,0.0,49.29,2022-23,0
Big Tree Entertainment Pvt Ltd.,e-Commerce,U99999MH1999PTC120990,246.92,SDS,628.97,-21.83,28.63,0.0,97.26,0.0,0.0,2021-22,0
Binary Semantics Ltd.,IT - Software,U72200HR1986PLC033703,64.95,SDS,32.7,1.72,55.8,29.47,100.0,26.04,0.0,2023-24,0
Binary Semantics Ltd.,IT - Software,U72200HR1986PLC033703,60.03,SDS,16.87,2.55,47.22,18.32,100.0,26.45,0.0,2022-23,0
Binary Semantics Ltd.,IT - Software,U72200HR1986PLC033703,44.77,SDS,10.14,1.36,47.0,13.04,100.0,18.49,0.0,2021-22,0
Binary Web Solutions (India) Pvt Ltd.,IT - Software,U72900MH2008PTC177766,9.67,SDS,1.73,7.44,26.33,4.24,100.0,19.22,0.0,2023-24,0
Binary Web Solutions (India) Pvt Ltd.,IT - Software,U72900MH2008PTC177766,11.69,SDS,1.21,7.25,19.54,1.63,100.0,13.21,0.0,2022-23,0
Bioworld Merchandising (India) Pvt Ltd.,e-Commerce,U51494DL2008PTC184020,81.75,SDS,14.81,2.78,10.1,0.01,4.15,0.0,0.0,2023-24,0
Bioworld Merchandising (India) Pvt Ltd.,e-Commerce,U51494DL2008PTC184020,69.21,SDS,13.73,5.36,11.05,0.0,9.67,0.0,0.0,2022-23,0
Bioworld Merchandising (India) Pvt Ltd.,e-Commerce,U51494DL2008PTC184020,56.03,SDS,11.1,5.66,11.92,0.62,6.18,0.0,0.0,2021-22,0
Birla Management Centre Services Ltd.,BPO/ITeS,U74140MH2001PTC132863,187.22,ITES,121.84,16.67,19.66,10.26,99.88,0.0,0.0,2023-24,0
Birla Management Centre Services Ltd.,BPO/ITeS,U74140MH2001PTC132863,134.75,ITES,97.2,24.51,22.63,12.44,99.37,0.0,0.0,2022-23,0
Birla Management Centre Services Ltd.,BPO/ITeS,U74140MH2001PTC132863,106.59,ITES,75.64,25.77,25.33,15.71,99.5,0.0,0.0,2021-22,0
Birlasoft Ltd.,IT - Software,L72200PN1990PLC059594,2675.8900000000003,SDS,1377.3,12.99,77.47,87.79,98.83,86.34,30.72,2023-24,0
Birlasoft Ltd.,IT - Software,L72200PN1990PLC059594,2423.22,SDS,1181.17,11.48,76.8,87.64,99.75,85.23,33.92,2022-23,0
Birlasoft Ltd.,IT - Software,L72200PN1990PLC059594,2085.4100000000003,SDS,1566.41,21.53,80.13,84.48,98.27,79.57,76.2,2021-22,0
BIT Mapper Integration Technologies Pvt Ltd.,IT - Hardware,U72200PN1999PTC014134,14.11,SDS,2.59,21.01,35.59,0.0,27.57,0.0,0.0,2022-23,0
BIT Mapper Integration Technologies Pvt Ltd.,IT - Hardware,U72200PN1999PTC014134,8.8,SDS,1.34,-0.23,46.26,0.0,42.61,0.0,0.0,2021-22,0
Black Duck Software India Pvt Ltd.,IT - Software,U72900KA2004PTC063430,82.92,SDS,46.97,16.02,78.9,0.0,100.0,0.0,0.0,2023-24,0
Black Duck Software India Pvt Ltd.,IT - Software,U72900KA2004PTC063430,87.55,SDS,37.78,15.52,70.01,0.0,100.0,0.0,0.0,2022-23,0
Black Duck Software India Pvt Ltd.,IT - Software,U72900KA2004PTC063430,59.64,SDS,28.85,10.51,80.17,0.0,100.0,98.88,0.0,2021-22,0
Blue Cloud Softech Solutions Ltd.,IT - Software,L72200TG1991PLC013135,204.38,SDS,66.12,4.03,6.76,0.0,100.0,0.0,0.0,2023-24,0
Blue Cloud Softech Solutions Ltd.,IT - Software,L72200TG1991PLC013135,29.04,SDS,12.33,2.65,0.14,0.0,100.0,0.0,0.0,2022-23,0
Bluestone Jewellery And Lifestyle Ltd.,Diamond  &  Jewellery,L72900KA2011PLC059678,1275.79,SDS,292.79,-2.25,10.61,0.0,0.0,0.52,0.0,2023-24,1
Bluestone Jewellery And Lifestyle Ltd.,Diamond  &  Jewellery,L72900KA2011PLC059678,776.23,SDS,-119.57,-11.8,10.36,0.0,0.0,0.81,0.0,2022-23,1
Bluestone Jewellery And Lifestyle Ltd.,Diamond  &  Jewellery,L72900KA2011PLC059678,470.69,SDS,-1857.94,-72.6,2.39,0.0,0.0,0.04,0.0,2021-22,1
BMC Software India Pvt Ltd.,IT - Software,U72200PN2001PTC016290,1247.56,SDS,472.15,11.36,79.46,99.83,99.83,99.83,0.0,2023-24,0
BMC Software India Pvt Ltd.,IT - Software,U72200PN2001PTC016290,1136.53,SDS,383.05,12.17,78.97,98.49,98.49,98.49,0.0,2022-23,0
BMC Software India Pvt Ltd.,IT - Software,U72200PN2001PTC016290,1166.3200000000002,SDS,300.23,45.9,77.53,98.4,98.4,98.13,0.0,2021-22,0
BNY Mellon Technology Pvt Ltd.,IT - Software,U72900TN2000PTC044462,2670.0,SDS,2373.86,16.07,83.55,99.22,99.87,99.87,0.0,2023-24,0
BNY Mellon Technology Pvt Ltd.,IT - Software,U72900TN2000PTC044462,2046.58,SDS,2015.38,14.31,82.41,98.65,99.35,99.36,0.0,2022-23,0
BNY Mellon Technology Pvt Ltd.,IT - Software,U72900TN2000PTC044462,1647.76,SDS,1732.81,15.65,79.2,99.43,100.0,99.94,0.0,2021-22,0
Bodhtree Consulting Ltd.,IT - Software,L74140TG1982PLC040516,17.09,SDS,14.62,-3.45,7.91,4.8,96.9,0.0,0.0,2023-24,0
Bodhtree Consulting Ltd.,IT - Software,L74140TG1982PLC040516,42.650000000000006,SDS,41.93,-37.01,1.76,63.24,92.24,70.67,0.0,2022-23,0
Bodhtree Consulting Ltd.,IT - Software,L74140TG1982PLC040516,106.14,SDS,68.18,1.35,1.85,91.55,98.16,73.13,0.0,2021-22,0
Born Commerce Pvt Ltd.,IT - Software,U93090TN2011PTC094977,251.10000000000002,SDS,110.92,5.46,77.93,80.29,98.51,71.89,0.0,2021-22,0
Brain Technosys Private Limited,IT - Software,U72200DL2006PTC149811,2.79,SDS,1.57,1.09,81.52,99.64,100.0,85.14,0.0,2023-24,0
Brain Technosys Private Limited,IT - Software,U72200DL2006PTC149811,3.07,SDS,1.52,-0.65,83.82,92.83,100.0,16.18,0.0,2022-23,0
Brain Technosys Private Limited,IT - Software,U72200DL2006PTC149811,3.2,SDS,1.49,9.22,80.2,89.69,100.0,16.38,0.0,2021-22,0
Brainbees Solutions Ltd.,e-Commerce,L51100PN2010PLC136340,2163.21,SDS,3600.97,-5.86,16.75,4.01,5.42,64.52,100.0,2023-24,1
Brainbees Solutions Ltd.,e-Commerce,L51100PN2010PLC136340,2541.89,SDS,3300.02,-8.61,18.86,2.01,3.71,34.84,100.0,2022-23,1
Brainbees Solutions Ltd.,e-Commerce,L51100PN2010PLC136340,1752.39,SDS,3454.56,-1.85,14.19,1.98,4.05,8.41,100.0,2021-22,1
Brandbucket Media & Technology Ltd.,Advertising & Media,L93000MH2013PLC246147,31.33,ITES,78.65,3.06,0.92,0.0,100.0,0.07,0.0,2023-24,0
Brandbucket Media & Technology Ltd.,Advertising & Media,L93000MH2013PLC246147,18.31,ITES,34.65,1.95,1.06,0.0,100.0,0.0,0.0,2022-23,0
Brandbucket Media & Technology Ltd.,Advertising & Media,L93000MH2013PLC246147,17.27,ITES,10.13,2.25,1.07,0.0,100.0,0.0,0.0,2021-22,0
Brigade Corporation India Pvt Ltd.,BPO/ITeS,U72300TG1998PTC060840,3.15,ITES,18.27,-19.64,53.06,0.0,100.0,0.0,0.0,2023-24,1
Bright Outdoor Media Ltd.,Advertising & Media,L74300MH2005PLC156444,106.68,ITES,143.08,25.26,3.23,0.0,100.0,0.7,27.18,2023-24,0
Bright Outdoor Media Ltd.,Advertising & Media,L74300MH2005PLC156444,91.5,ITES,96.54,15.17,2.91,0.0,100.0,0.6,31.69,2022-23,0
Bright Outdoor Media Ltd.,Advertising & Media,L74300MH2005PLC156444,50.46,ITES,33.95,14.47,3.81,0.0,100.0,9.57,57.47,2021-22,0
Brightcom Group Ltd.,IT - Software,L64203TG1999PLC030996,466.03,SDS,1575.93,-0.6,9.5,100.0,100.0,0.0,0.0,2023-24,0
Brightcom Group Ltd.,IT - Software,L64203TG1999PLC030996,433.91,SDS,1574.39,1.05,10.23,100.0,100.0,0.0,0.0,2022-23,0
Brightcom Group Ltd.,IT - Software,L64203TG1999PLC030996,368.8,SDS,1619.76,1.12,10.51,99.46,99.46,0.0,0.0,2021-22,0
Bristlecone India Ltd,IT - Software,U30007MH1991PLC064368,523.3,SDS,148.99,7.32,80.32,74.69,99.51,0.0,0.0,2023-24,0
Bristlecone India Ltd,IT - Software,U30007MH1991PLC064368,495.09,SDS,124.31,10.85,79.63,72.27,99.39,82.86,0.0,2022-23,0
Bristlecone India Ltd,IT - Software,U30007MH1991PLC064368,390.76,SDS,91.77,12.21,81.5,68.34,98.55,80.32,0.0,2021-22,0
Broadridge Financial Solutions (India) Pvt Ltd.,IT - Software,U74999TG2007PTC052368,1194.24,SDS,226.13,16.22,84.73,99.68,99.68,1.69,0.0,2023-24,0
Broadridge Financial Solutions (India) Pvt Ltd.,IT - Software,U74999TG2007PTC052368,1050.38,SDS,191.76,19.78,80.84,98.24,98.24,98.24,51.22,2022-23,0
Broadridge Financial Solutions (India) Pvt Ltd.,IT - Software,U74999TG2007PTC052368,830.64,SDS,139.84,18.0,78.98,99.04,99.04,99.04,64.77,2021-22,0
Bs & B Technologies Private Limited,IT - Software,U72200TN2000PTC044626,11.75,SDS,9.44,16.22,56.58,0.17,100.0,100.0,0.0,2023-24,0
Bs & B Technologies Private Limited,IT - Software,U72200TN2000PTC044626,11.370000000000001,SDS,8.28,13.25,59.16,3.52,99.47,100.0,0.0,2022-23,0
Bs & B Technologies Private Limited,IT - Software,U72200TN2000PTC044626,10.38,SDS,7.23,9.73,60.36,0.0,99.9,100.0,0.0,2021-22,0
BSA Infomedia Pvt Ltd.,BPO/ITeS,U93000DL1997PTC086459,6.36,ITES,1.27,1.27,12.42,0.0,100.0,0.64,0.0,2023-24,0
BSA Infomedia Pvt Ltd.,BPO/ITeS,U93000DL1997PTC086459,4.59,ITES,1.17,-8.2,17.4,0.0,100.0,5.01,0.0,2022-23,0
BSA Infomedia Pvt Ltd.,BPO/ITeS,U93000DL1997PTC086459,3.08,ITES,1.49,-0.65,23.55,0.0,100.0,10.39,0.0,2021-22,0
BSE Tech Infra Services Pvt Ltd.,IT - Software,U72900MH2011PTC213218,26.01,SDS,14.08,9.98,95.48,0.0,100.0,100.0,0.0,2023-24,0
BSE Tech Infra Services Pvt Ltd.,IT - Software,U72900MH2011PTC213218,20.25,SDS,11.84,5.52,87.86,0.0,100.0,100.0,0.0,2022-23,0
BSE Tech Infra Services Pvt Ltd.,IT - Software,U72900MH2011PTC213218,16.2,SDS,10.76,0.19,68.71,0.0,100.0,83.7,0.0,2021-22,0
BSE Technologies Pvt Ltd.,IT - Software,U72200MH2005PTC152920,69.53,SDS,67.05,33.43,72.56,0.0,92.74,100.0,2.88,2023-24,0
BSE Technologies Pvt Ltd.,IT - Software,U72200MH2005PTC152920,73.94,SDS,61.2,31.57,67.56,0.0,92.22,100.0,2.7,2022-23,0
BSE Technologies Pvt Ltd.,IT - Software,U72200MH2005PTC152920,54.64,SDS,46.38,7.43,70.78,0.0,91.49,100.0,0.0,2021-22,0
BT India Pvt Ltd.,Telecommunication - Service  Provider,U74899DL2000PTC109012,584.4499999999999,SDS,404.48,14.21,14.67,25.36,70.95,0.0,0.0,2023-24,0
BT India Pvt Ltd.,Telecommunication - Service  Provider,U74899DL2000PTC109012,560.17,SDS,342.43,11.95,12.08,21.46,74.84,21.52,0.0,2022-23,0
BT India Pvt Ltd.,Telecommunication - Service  Provider,U74899DL2000PTC109012,540.39,SDS,289.18,13.07,11.75,22.44,49.5,21.77,0.0,2021-22,0
Bulls Eye Knowledge System Ltd.,IT - Education,U80903CH2013PLC034370,14.18,SDS,0.3,46.79,48.96,0.0,100.0,5.8,0.0,2023-24,0
Bulls Eye Knowledge System Ltd.,IT - Education,U80903CH2013PLC034370,10.12,SDS,-3.06,13.71,52.13,0.0,100.0,6.52,0.0,2022-23,0
Bulls Eye Knowledge System Ltd.,IT - Education,U80903CH2013PLC034370,4.71,SDS,-3.92,7.05,65.45,0.0,100.0,12.05,0.0,2021-22,0
C Centric Solutions Pvt Ltd.,IT - Software,U72200KA2007PTC043895,13.219999999999999,SDS,20.17,159.72,42.63,0.0,97.96,0.0,0.0,2021-22,0
C1 India Pvt Ltd.,IT - Software,U74899DL2000PTC107260,19.62,SDS,24.16,6.28,53.2,51.63,99.24,7.58,35.68,2023-24,0
C1 India Pvt Ltd.,IT - Software,U74899DL2000PTC107260,19.35,SDS,22.85,12.89,54.61,41.91,98.35,8.23,36.18,2022-23,0
C1 India Pvt Ltd.,IT - Software,U74899DL2000PTC107260,16.36,SDS,21.06,5.96,51.88,48.96,98.17,7.38,42.79,2021-22,0
CA (India) Technologies Pvt Ltd.,IT - Software,U72900KA1998PTC137825,2083.61,SDS,1306.96,15.24,93.25,98.87,98.87,0.0,0.0,2023-24,0
CA (India) Technologies Pvt Ltd.,IT - Software,U72900KA1998PTC137825,1531.16,SDS,1092.96,14.63,89.94,94.33,94.33,94.76,0.0,2022-23,0
CA (India) Technologies Pvt Ltd.,IT - Software,U72900KA1998PTC137825,1308.5100000000002,SDS,943.01,18.7,79.54,96.88,96.88,98.41,0.0,2021-22,0
Cadence Design Systems (India) Pvt Ltd,IT - Software,U30007KA1986PTC080807,2700.06,SDS,578.73,19.38,88.18,100.0,100.0,99.29,1.15,2023-24,0
Cadence Design Systems (India) Pvt Ltd,IT - Software,U30007KA1986PTC080807,2220.09,SDS,479.42,18.88,87.45,100.0,100.0,100.0,1.4,2022-23,0
Cadence Design Systems (India) Pvt Ltd,IT - Software,U30007KA1986PTC080807,1829.28,SDS,287.45,22.04,88.93,100.0,100.0,99.28,1.69,2021-22,0
Cadsys India Ltd.,BPO/ITeS,L72200AP1992PLC014558,27.2,ITES,44.57,13.29,76.88,97.21,100.0,100.0,0.0,2023-24,0
Cadsys India Ltd.,BPO/ITeS,L72200AP1992PLC014558,21.28,ITES,42.33,10.03,71.46,98.54,100.0,78.71,0.0,2022-23,0
Cadsys India Ltd.,BPO/ITeS,L72200AP1992PLC014558,14.88,ITES,41.21,6.97,64.99,100.0,100.0,94.56,0.0,2021-22,0
Calance Software Pvt Ltd.,IT - Software,U72200DL2004PTC126566,46.02,SDS,129.12,21.94,57.53,76.38,99.7,100.0,0.0,2023-24,0
Calance Software Pvt Ltd.,IT - Software,U72200DL2004PTC126566,42.98,SDS,132.2,19.72,62.56,92.6,99.58,100.0,0.0,2022-23,0
Calance Software Pvt Ltd.,IT - Software,U72200DL2004PTC126566,39.41,SDS,53.98,13.93,52.62,76.05,100.0,67.14,0.0,2021-22,0
California Software Company Ltd.,IT - Software,L72300TN1992PLC022135,4.28,SDS,14.91,24.78,53.35,94.63,100.0,6.12,0.0,2023-24,0
California Software Company Ltd.,IT - Software,L72300TN1992PLC022135,2.76,SDS,14.28,11.74,40.89,97.83,100.0,0.0,0.0,2022-23,0
California Software Company Ltd.,IT - Software,L72300TN1992PLC022135,10.86,SDS,14.06,139.21,29.74,0.0,100.0,0.0,0.0,2021-22,0
Cambridge Technology Enterprises Ltd.,IT - Software,L72200AP1999PLC030997,76.47,SDS,49.12,9.59,74.82,88.88,99.8,89.08,0.0,2023-24,0
Cambridge Technology Enterprises Ltd.,IT - Software,L72200AP1999PLC030997,63.480000000000004,SDS,45.52,7.32,70.35,80.81,99.34,80.37,0.0,2022-23,0
Cambridge Technology Enterprises Ltd.,IT - Software,L72200AP1999PLC030997,46.55,SDS,42.1,7.95,78.32,83.74,99.85,83.39,0.0,2021-22,0
Canarys Automations Ltd.,IT - Software,L31101KA1991PLC012096,74.75,SDS,69.91,17.31,50.0,0.0,99.65,11.96,0.0,2023-24,0
Canarys Automations Ltd.,IT - Software,L31101KA1991PLC012096,74.26,SDS,19.59,20.94,46.01,0.0,99.29,27.92,0.0,2022-23,0
Canarys Automations Ltd.,IT - Software,L31101KA1991PLC012096,51.8,SDS,10.97,12.44,42.35,0.0,100.0,49.47,0.0,2021-22,0
Canbank Computer Services Ltd.,IT - Software,U85110KA1994PLC016174,55.74,SDS,76.28,56.66,8.09,0.0,100.0,0.0,0.0,2023-24,0
Canbank Computer Services Ltd.,IT - Software,U85110KA1994PLC016174,67.75,SDS,62.88,52.18,4.99,0.0,100.0,0.0,0.0,2022-23,0
Canbank Computer Services Ltd.,IT - Software,U85110KA1994PLC016174,35.9,SDS,49.06,26.32,7.0,0.0,100.0,92.51,0.0,2021-22,0
Capgemini Technology Services India Ltd.,IT - Software,U85110PN1993PLC145950,27267.100000000002,SDS,20624.6,13.95,83.66,85.94,99.95,0.0,100.0,2023-24,0
Capgemini Technology Services India Ltd.,IT - Software,U85110PN1993PLC145950,27851.4,SDS,17482.6,14.45,83.25,84.91,99.97,85.03,100.0,2022-23,0
Capgemini Technology Services India Ltd.,IT - Software,U85110PN1993PLC145950,22670.6,SDS,14477.2,14.5,82.53,84.8,99.56,75.52,100.0,2021-22,0
Capillary Technologies India Ltd.,IT - Software,U72200KA2012PLC063060,144.51000000000002,SDS,398.19,-22.77,48.89,45.42,98.66,46.57,0.0,2023-24,1
Capillary Technologies India Ltd.,IT - Software,U72200KA2012PLC063060,153.67000000000002,SDS,116.18,-35.25,60.11,41.16,97.7,41.16,0.0,2022-23,1
Capillary Technologies India Ltd.,IT - Software,U72200KA2012PLC063060,163.72,SDS,124.31,-1.01,67.14,58.6,99.77,46.38,0.0,2021-22,1
Capital Record Centre Pvt Ltd.,IT - Software,U74120DL2008PTC186095,86.91,SDS,30.45,-2.24,16.09,0.0,90.54,24.06,0.0,2023-24,0
Capital Record Centre Pvt Ltd.,IT - Software,U74120DL2008PTC186095,77.88,SDS,34.7,2.62,17.78,0.0,96.17,14.55,0.0,2022-23,0
Capital Record Centre Pvt Ltd.,IT - Software,U74120DL2008PTC186095,60.14,SDS,31.98,17.46,19.04,0.0,100.0,15.48,0.0,2021-22,0
Capitaland Services (India) Pvt Ltd.,Business Support,U45208TN1997PTC116085,212.75,ITES,68.01,42.99,74.27,0.0,100.0,61.13,0.0,2023-24,0
Capitaland Services (India) Pvt Ltd.,Business Support,U45208TN1997PTC116085,144.09,ITES,19.2,15.68,72.39,0.0,100.0,96.81,0.0,2022-23,0
Capitaland Services (India) Pvt Ltd.,Business Support,U45208TN1997PTC116085,134.14,ITES,4.81,-3.4,79.84,0.0,100.0,100.0,0.0,2021-22,0
CapitalNumbers Infotech Ltd.,IT - Software,L72200WB2012PLC183599,98.21,SDS,67.11,49.71,65.47,99.98,99.98,42.76,0.0,2023-24,0
CapitalNumbers Infotech Ltd.,IT - Software,L72200WB2012PLC183599,92.76,SDS,59.85,33.47,59.73,100.0,100.0,45.29,0.0,2022-23,0
CapitalNumbers Infotech Ltd.,IT - Software,L72200WB2012PLC183599,69.21000000000001,SDS,42.47,44.07,58.95,99.75,99.75,47.77,0.0,2021-22,0
Capricorn Systems Global Solutions Ltd.,IT - Software,L52510TG1985PLC043347,1.32,SDS,3.82,4.76,73.02,100.0,100.0,100.0,100.0,2022-23,0
Capricorn Systems Global Solutions Ltd.,IT - Software,L52510TG1985PLC043347,1.32,SDS,3.74,4.76,71.43,100.0,100.0,100.0,100.0,2021-22,0
Care Analytics and Advisory Pvt Ltd.,IT - Software,U74210MH1999PTC118349,34.059999999999995,SDS,-12.57,-40.28,57.5,23.55,99.53,15.44,0.0,2023-24,1
Care Analytics and Advisory Pvt Ltd.,IT - Software,U74210MH1999PTC118349,18.93,SDS,8.85,-51.75,66.81,25.3,94.61,5.51,0.0,2022-23,1
Care Analytics and Advisory Pvt Ltd.,IT - Software,U74210MH1999PTC118349,13.69,SDS,2.59,-44.66,41.75,0.0,98.25,21.69,0.0,2021-22,1
Cash UR Drive Marketing Ltd.,Advertising & Media,L74999CH2009PLC031677,107.3,ITES,20.77,14.92,4.83,0.0,95.66,15.28,0.0,2023-24,0
Cash UR Drive Marketing Ltd.,Advertising & Media,L74999CH2009PLC031677,81.9,ITES,19.15,8.18,5.23,0.0,100.0,21.62,0.0,2022-23,0
Cash UR Drive Marketing Ltd.,Advertising & Media,L74999CH2009PLC031677,81.99,ITES,14.14,2.81,3.72,0.0,99.6,14.45,0.0,2021-22,0
CDK Global (India) Pvt Ltd.,IT - Software,U72900TG2014PTC103685,308.82,SDS,131.3,13.75,74.42,100.0,100.0,0.0,0.0,2023-24,0
CDK Global (India) Pvt Ltd.,IT - Software,U72900TG2014PTC103685,445.28,SDS,338.86,15.53,88.22,98.9,98.9,98.9,0.0,2022-23,0
CDK Global (India) Pvt Ltd.,IT - Software,U72900TG2014PTC103685,356.04,SDS,285.51,16.89,86.86,99.25,99.25,100.0,0.0,2021-22,0
CE Info Systems Ltd.,IT - Software,L74899DL1995PLC065551,319.45000000000005,SDS,640.03,79.76,30.66,0.0,98.8,30.1,9.39,2023-24,0
CE Info Systems Ltd.,IT - Software,L74899DL1995PLC065551,262.03999999999996,SDS,518.46,79.32,36.58,0.78,96.87,20.39,11.45,2022-23,0
CE Info Systems Ltd.,IT - Software,L74899DL1995PLC065551,199.4,SDS,422.68,67.46,47.27,0.0,99.38,13.11,15.05,2021-22,0
C-Edge Technologies Ltd.,IT - Software,U72900MH2006PLC159038,422.91,SDS,410.83,35.75,23.97,0.0,97.12,37.61,0.0,2023-24,0
C-Edge Technologies Ltd.,IT - Software,U72900MH2006PLC159038,355.77,SDS,360.9,40.79,25.86,0.0,99.33,33.93,0.0,2022-23,0
C-Edge Technologies Ltd.,IT - Software,U72900MH2006PLC159038,326.51,SDS,312.61,37.83,25.34,0.0,99.27,30.71,0.0,2021-22,0
Ceinsys Tech Ltd.,IT - Software,L72300MH1998PLC114790,205.68,SDS,197.5,23.77,32.75,1.63,99.07,6.82,0.0,2023-24,0
Ceinsys Tech Ltd.,IT - Software,L72300MH1998PLC114790,167.06,SDS,162.64,11.58,35.89,1.54,98.78,10.17,0.0,2022-23,0
Ceinsys Tech Ltd.,IT - Software,L72300MH1998PLC114790,196.2,SDS,159.74,11.9,18.34,1.28,98.86,3.33,0.0,2021-22,0
Celstream Technologies Ltd.,IT - Software,U72900KA2000PTC026960,29.869999999999997,SDS,17.96,1.56,40.9,98.66,98.66,8.36,0.0,2023-24,0
Celstream Technologies Ltd.,IT - Software,U72900KA2000PTC026960,25.04,SDS,25.27,3.17,55.87,96.69,98.32,7.17,0.0,2022-23,0
Celstream Technologies Ltd.,IT - Software,U72900KA2000PTC026960,18.16,SDS,34.73,3.83,47.74,94.66,98.95,10.35,0.0,2021-22,0
Centerac Technologies Ltd.,IT - Software,L17231MH1993PLC071975,1.34,SDS,-0.15,2.29,2.29,0.0,99.25,5.34,0.0,2022-23,0
CES Ltd.,BPO/ITeS,L55100TG1985PLC045963,227.5,ITES,103.24,3.51,49.28,99.81,99.91,11.66,100.0,2023-24,0
CES Ltd.,BPO/ITeS,L55100TG1985PLC045963,206.19,ITES,95.36,5.12,46.59,98.39,98.8,9.84,100.0,2022-23,0
CES Ltd.,BPO/ITeS,L55100TG1985PLC045963,167.20000000000002,ITES,81.96,11.54,49.01,99.07,99.67,9.88,100.0,2021-22,0
CGI Information Systems and Management Consultants Pvt. Ltd.,IT - Software,U72200KA1995PTC019138,4271.03,SDS,662.1,18.84,86.64,72.95,99.13,0.0,0.0,2023-24,0
CGI Information Systems and Management Consultants Pvt. Ltd.,IT - Software,U72200KA1995PTC019138,3976.12,SDS,819.79,19.39,85.96,72.03,99.08,88.26,0.0,2022-23,0
CGI Information Systems and Management Consultants Pvt. Ltd.,IT - Software,U72200KA1995PTC019138,3275.13,SDS,944.03,19.12,83.37,91.91,99.39,91.13,0.0,2021-22,0
CG-VAK Software & Exports Ltd.,IT - Software,L30009TZ1994PLC005568,54.410000000000004,SDS,50.99,26.18,76.86,99.28,99.28,12.38,0.0,2023-24,0
CG-VAK Software & Exports Ltd.,IT - Software,L30009TZ1994PLC005568,54.92,SDS,42.37,41.29,78.83,99.95,99.95,11.06,0.0,2022-23,0
CG-VAK Software & Exports Ltd.,IT - Software,L30009TZ1994PLC005568,38.800000000000004,SDS,31.26,44.99,76.35,98.74,98.74,11.62,0.0,2021-22,0
Cheers Interactive (India) Pvt Ltd.,BPO/ITeS,U72900MH2000PTC127766,99.05000000000001,ITES,45.74,3.13,51.22,93.62,94.2,17.25,12.12,2023-24,0
Cheers Interactive (India) Pvt Ltd.,BPO/ITeS,U72900MH2000PTC127766,91.44,ITES,43.57,5.86,52.85,98.81,99.4,19.34,13.12,2022-23,0
Cheers Interactive (India) Pvt Ltd.,BPO/ITeS,U72900MH2000PTC127766,101.55,ITES,39.07,25.05,42.36,98.49,99.8,31.78,11.82,2021-22,0
Choice Consultancy Services Pvt Ltd.,BPO/ITeS,U72900MH2010PTC198603,205.37,ITES,102.22,67.35,65.85,0.0,100.0,7.66,0.0,2023-24,0
Choice Consultancy Services Pvt Ltd.,BPO/ITeS,U72900MH2010PTC198603,96.33,ITES,40.05,49.65,39.61,0.0,99.68,32.28,0.0,2022-23,0
Choice Consultancy Services Pvt Ltd.,BPO/ITeS,U72900MH2010PTC198603,67.09,ITES,17.06,9.68,17.21,0.0,99.94,10.69,0.0,2021-22,0
Choice Solutions Ltd.,IT - Software,U19202TG1991PLC013365,49.68,SDS,16.01,0.4,27.28,8.53,16.4,0.0,0.0,2022-23,0
Choice Solutions Ltd.,IT - Software,U19202TG1991PLC013365,42.72,SDS,15.94,-4.13,28.97,8.22,17.93,0.0,0.0,2021-22,0
Ciena India Pvt Ltd.,BPO/ITeS,U72200DL2005PTC138035,1170.63,ITES,621.02,12.67,84.02,0.0,100.0,0.0,0.0,2023-24,0
